"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"maxage@sel=1_F10_REC.NZ.3(10)" 188 "maxage@sel=1_F10_REC.NZ.3(10)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F11_LL.ALL.1(11)" 189 "minage@sel=1_F11_LL.ALL.1(11)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F11_LL.ALL.1(11)" 190 "maxage@sel=1_F11_LL.ALL.1(11)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F12_LL.ALL.2(12)" 191 "minage@sel=1_F12_LL.ALL.2(12)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F12_LL.ALL.2(12)" 192 "maxage@sel=1_F12_LL.ALL.2(12)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F13_LL.ALL.3(13)" 193 "minage@sel=1_F13_LL.ALL.3(13)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F13_LL.ALL.3(13)" 194 "maxage@sel=1_F13_LL.ALL.3(13)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F14_LL.ALL.4(14)" 195 "minage@sel=1_F14_LL.ALL.4(14)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F14_LL.ALL.4(14)" 196 "maxage@sel=1_F14_LL.ALL.4(14)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_S01_INDEX.1-4(15)" 197 "minage@sel=1_S01_INDEX.1-4(15)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_S01_INDEX.1-4(15)" 198 "maxage@sel=1_S01_INDEX.1-4(15)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
