year,month,ts,fishery,metric,units,value,se
1954,5,10,4,catch,2,23.446,0.01
1954,8,11,4,catch,2,16.904,0.01
1954,11,12,4,catch,2,6.206,0.01
1955,2,13,4,catch,2,45.032,0.01
1955,5,14,4,catch,2,53.849,0.01
1955,8,15,4,catch,2,26.69,0.01
1955,11,16,4,catch,2,34.504,0.01
1956,2,17,4,catch,2,98.463,0.01
1956,5,18,4,catch,2,36.85,0.01
1956,8,19,4,catch,2,34.521,0.01
1956,11,20,4,catch,2,27.782,0.01
1957,2,21,4,catch,2,139.351,0.01
1957,5,22,4,catch,2,76.667,0.01
1957,8,23,4,catch,2,85.716,0.01
1957,11,24,4,catch,2,143.383,0.01
1958,2,25,4,catch,2,229.025,0.01
1958,5,26,4,catch,2,131.884,0.01
1958,8,27,4,catch,2,107.512,0.01
1958,11,28,4,catch,2,79.718,0.01
1959,2,29,4,catch,2,170.758,0.01
1959,5,30,4,catch,2,107.773,0.01
1959,8,31,4,catch,2,38.779,0.01
1959,11,32,4,catch,2,50.35,0.01
1960,2,33,4,catch,2,103.627,0.01
1960,5,34,4,catch,2,75.451,0.01
1960,8,35,4,catch,2,77.285,0.01
1960,11,36,4,catch,2,67.026,0.01
1961,2,37,4,catch,2,121.885,0.01
1961,5,38,4,catch,2,131.989,0.01
1961,8,39,4,catch,2,127.524,0.01
1961,11,40,4,catch,2,75.557,0.01
1962,2,41,4,catch,2,86.551,0.01
1962,5,42,4,catch,2,65.624,0.01
1962,8,43,4,catch,2,127.189,0.01
1962,11,44,4,catch,2,72.531,0.01
1963,2,45,4,catch,2,112.297,0.01
1963,5,46,4,catch,2,120.678,0.01
1963,8,47,4,catch,2,124.865,0.01
1963,11,48,4,catch,2,132.413,0.01
1964,2,49,4,catch,2,182.478,0.01
1964,5,50,4,catch,2,78.785,0.01
1964,8,51,4,catch,2,74.117,0.01
1964,11,52,4,catch,2,38.661,0.01
1965,2,53,4,catch,2,126.42,0.01
1965,5,54,4,catch,2,119.476,0.01
1965,8,55,4,catch,2,103.011,0.01
1965,11,56,4,catch,2,52.268,0.01
1966,2,57,4,catch,2,124.276,0.01
1966,5,58,4,catch,2,119.396,0.01
1966,8,59,4,catch,2,81.494,0.01
1966,11,60,4,catch,2,48.875,0.01
1967,2,61,4,catch,2,104.722,0.01
1967,5,62,4,catch,2,94.642,0.01
1967,8,63,4,catch,2,84.703,0.01
1967,11,64,4,catch,2,39.59,0.01
1968,2,65,4,catch,2,88.576,0.01
1968,5,66,4,catch,2,95.423,0.01
1968,8,67,4,catch,2,65.235,0.01
1968,11,68,4,catch,2,35.661,0.01
1969,2,69,4,catch,2,151.096,0.01
1969,5,70,4,catch,2,133.527,0.01
1969,8,71,4,catch,2,74.882,0.01
1969,11,72,4,catch,2,44.117,0.01
1970,2,73,4,catch,2,96.737,0.01
1970,5,74,4,catch,2,76.351,0.01
1970,8,75,4,catch,2,70.332,0.01
1970,11,76,4,catch,2,24.673,0.01
1971,2,77,4,catch,2,112.031,0.01
1971,5,78,4,catch,2,112.606,0.01
1971,8,79,4,catch,2,80.086,0.01
1971,11,80,4,catch,2,45.01,0.01
1972,2,81,4,catch,2,180.244,0.01
1972,5,82,4,catch,2,197.41,0.01
1972,8,83,4,catch,2,167.438,0.01
1972,11,84,4,catch,2,74.285,0.01
1973,2,85,4,catch,2,131.408,0.01
1973,5,86,4,catch,2,72.594,0.01
1973,8,87,4,catch,2,71.159,0.01
1973,11,88,4,catch,2,35.616,0.01
1974,2,89,4,catch,2,80.738,0.01
1974,5,90,4,catch,2,86.266,0.01
1974,8,91,4,catch,2,101.459,0.01
1974,11,92,4,catch,2,87.892,0.01
1975,2,93,4,catch,2,173.339,0.01
1975,5,94,4,catch,2,94.769,0.01
1975,8,95,4,catch,2,126.725,0.01
1975,11,96,4,catch,2,187.804,0.01
1976,2,97,4,catch,2,149.77,0.01
1976,5,98,4,catch,2,182.176,0.01
1976,8,99,4,catch,2,149.202,0.01
1976,11,100,4,catch,2,144.718,0.01
1977,2,101,4,catch,2,244.475,0.01
1977,5,102,4,catch,2,220.258,0.01
1977,8,103,4,catch,2,182.958,0.01
1977,11,104,4,catch,2,158.384,0.01
1978,2,105,4,catch,2,149.605,0.01
1978,5,106,4,catch,2,88.6,0.01
1978,8,107,4,catch,2,108.273,0.01
1978,11,108,4,catch,2,132.96,0.01
1979,2,109,4,catch,2,179.41,0.01
1979,5,110,4,catch,2,175.16,0.01
1979,8,111,4,catch,2,239.925,0.01
1979,11,112,4,catch,2,201.8,0.01
1980,2,113,4,catch,2,258.477,0.01
1980,5,114,4,catch,2,190.409,0.01
1980,8,115,4,catch,2,222.235,0.01
1980,11,116,4,catch,2,111.6,0.01
1981,2,117,4,catch,2,102.92,0.01
1981,5,118,4,catch,2,118.112,0.01
1981,8,119,4,catch,2,122.984,0.01
1981,11,120,4,catch,2,77.949,0.01
1982,2,121,4,catch,2,149.175,0.01
1982,5,122,4,catch,2,167.877,0.01
1982,8,123,4,catch,2,166.764,0.01
1982,11,124,4,catch,2,178.355,0.01
1983,2,125,4,catch,2,215.252,0.01
1983,5,126,4,catch,2,150.285,0.01
1983,8,127,4,catch,2,112.454,0.01
1983,11,128,4,catch,2,109.669,0.01
1984,2,129,4,catch,2,205.758,0.01
1984,5,130,4,catch,2,144.117,0.01
1984,8,131,4,catch,2,207.599,0.01
1984,11,132,4,catch,2,140.759,0.01
1985,2,133,4,catch,2,281.689,0.01
1985,5,134,4,catch,2,216.982,0.01
1985,8,135,4,catch,2,208.613,0.01
1985,11,136,4,catch,2,167.548,0.01
1986,2,137,4,catch,2,122.761,0.01
1986,5,138,4,catch,2,96.819,0.01
1986,8,139,4,catch,2,143.928,0.01
1986,11,140,4,catch,2,113.315,0.01
1987,2,141,4,catch,2,250.74,0.01
1987,5,142,4,catch,2,181.728,0.01
1987,8,143,4,catch,2,239.88,0.01
1987,11,144,4,catch,2,125.992,0.01
1988,2,145,4,catch,2,171.476,0.01
1988,5,146,4,catch,2,128.772,0.01
1988,8,147,4,catch,2,143.519,0.01
1988,11,148,4,catch,2,88.638,0.01
1989,2,149,4,catch,2,124.175,0.01
1989,5,150,4,catch,2,135.006,0.01
1989,8,151,4,catch,2,184.938,0.01
1989,11,152,4,catch,2,171.176,0.01
1990,2,153,4,catch,2,261.567,0.01
1990,5,154,4,catch,2,199.454,0.01
1990,8,155,4,catch,2,276.553,0.01
1990,11,156,4,catch,2,162.114,0.01
1991,2,157,4,catch,2,130.448,0.01
1991,5,158,4,catch,2,106.457,0.01
1991,8,159,4,catch,2,135.08,0.01
1991,11,160,4,catch,2,79.803,0.01
1992,2,161,4,catch,2,280.598,0.01
1992,5,162,4,catch,2,224.265,0.01
1992,8,163,4,catch,2,201.586,0.01
1992,11,164,4,catch,2,108.057,0.01
1993,2,165,4,catch,2,116.755,0.01
1993,5,166,4,catch,2,147.53,0.01
1993,8,167,4,catch,2,226.023,0.01
1993,11,168,4,catch,2,107.147,0.01
1994,2,169,4,catch,2,137.7,0.01
1994,5,170,4,catch,2,158.687,0.01
1994,8,171,4,catch,2,311.829,0.01
1994,11,172,4,catch,2,247.59,0.01
1995,2,173,4,catch,2,198.838,0.01
1995,5,174,4,catch,2,167.363,0.01
1995,8,175,4,catch,2,160.878,0.01
1995,11,176,4,catch,2,130.296,0.01
1996,2,177,4,catch,2,139.788,0.01
1996,5,178,4,catch,2,144.91,0.01
1996,8,179,4,catch,2,136.037,0.01
1996,11,180,4,catch,2,122.529,0.01
1997,2,181,4,catch,2,166.064,0.01
1997,5,182,4,catch,2,199.211,0.01
1997,8,183,4,catch,2,250.702,0.01
1997,11,184,4,catch,2,290.272,0.01
1998,2,185,4,catch,2,466.341,0.01
1998,5,186,4,catch,2,307.588,0.01
1998,8,187,4,catch,2,284.741,0.01
1998,11,188,4,catch,2,190.647,0.01
1999,2,189,4,catch,2,196.705,0.01
1999,5,190,4,catch,2,207.025,0.01
1999,8,191,4,catch,2,213.337,0.01
1999,11,192,4,catch,2,169.236,0.01
2000,2,193,4,catch,2,228.038,0.01
2000,5,194,4,catch,2,262.186,0.01
2000,8,195,4,catch,2,262.177,0.01
2000,11,196,4,catch,2,103.529,0.01
2001,2,197,4,catch,2,157.477,0.01
2001,5,198,4,catch,2,230.137,0.01
2001,8,199,4,catch,2,224.149,0.01
2001,11,200,4,catch,2,138.817,0.01
2002,2,201,4,catch,2,258.654,0.01
2002,5,202,4,catch,2,357.191,0.01
2002,8,203,4,catch,2,400.731,0.01
2002,11,204,4,catch,2,304.676,0.01
2003,2,205,4,catch,2,309.108,0.01
2003,5,206,4,catch,2,151.239,0.01
2003,8,207,4,catch,2,147.256,0.01
2003,11,208,4,catch,2,160.356,0.01
2004,2,209,4,catch,2,248.379,0.01
2004,5,210,4,catch,2,444.041,0.01
2004,8,211,4,catch,2,573.483,0.01
2004,11,212,4,catch,2,377.913,0.01
2005,2,213,4,catch,2,266.333,0.01
2005,5,214,4,catch,2,189.996,0.01
2005,8,215,4,catch,2,243.383,0.01
2005,11,216,4,catch,2,223.979,0.01
2006,2,217,4,catch,2,208.297,0.01
2006,5,218,4,catch,2,251.573,0.01
2006,8,219,4,catch,2,259.545,0.01
2006,11,220,4,catch,2,241.771,0.01
2007,2,221,4,catch,2,258.325,0.01
2007,5,222,4,catch,2,233.925,0.01
2007,8,223,4,catch,2,262.029,0.01
2007,11,224,4,catch,2,186.601,0.01
2008,2,225,4,catch,2,187.165,0.01
2008,5,226,4,catch,2,155.523,0.01
2008,8,227,4,catch,2,213.217,0.01
2008,11,228,4,catch,2,253.785,0.01
2009,2,229,4,catch,2,214.229,0.01
2009,5,230,4,catch,2,176.714,0.01
2009,8,231,4,catch,2,220.201,0.01
2009,11,232,4,catch,2,254.098,0.01
2010,2,233,4,catch,2,249.239,0.01
2010,5,234,4,catch,2,190.154,0.01
2010,8,235,4,catch,2,182.644,0.01
2010,11,236,4,catch,2,188.539,0.01
2011,2,237,4,catch,2,155.218,0.01
2011,5,238,4,catch,2,207.61,0.01
2011,8,239,4,catch,2,212.338,0.01
2011,11,240,4,catch,2,210.805,0.01
2012,2,241,4,catch,2,184.639,0.01
2012,5,242,4,catch,2,266.03,0.01
2012,8,243,4,catch,2,216.756,0.01
2012,11,244,4,catch,2,179.383,0.01
2013,2,245,4,catch,2,142.382,0.01
2013,5,246,4,catch,2,147.808,0.01
2013,8,247,4,catch,2,189.718,0.01
2013,11,248,4,catch,2,183.438,0.01
2014,2,249,4,catch,2,191.518,0.01
2014,5,250,4,catch,2,290.135,0.01
2014,8,251,4,catch,2,267.185,0.01
2014,11,252,4,catch,2,240.14,0.01
2015,2,253,4,catch,2,264.662,0.01
2015,5,254,4,catch,2,233.626,0.01
2015,8,255,4,catch,2,236.644,0.01
2015,11,256,4,catch,2,259.485,0.01
2016,2,257,4,catch,2,200.782,0.01
2016,5,258,4,catch,2,137.799,0.01
2016,8,259,4,catch,2,151.18,0.01
2016,11,260,4,catch,2,197.524,0.01
2017,2,261,4,catch,2,111.892,0.01
2017,5,262,4,catch,2,86.251,0.01
2017,8,263,4,catch,2,111.829,0.01
2017,11,264,4,catch,2,105.365,0.01
2018,2,265,4,catch,2,106.952,0.01
2018,5,266,4,catch,2,110.02,0.01
2018,8,267,4,catch,2,152.856,0.01
2018,11,268,4,catch,2,188.05,0.01
1952,2,1,5,catch,2,22.045,0.01
1952,5,2,5,catch,2,6.434,0.01
1952,8,3,5,catch,2,3.326,0.01
1952,11,4,5,catch,2,21.607,0.01
1953,2,5,5,catch,2,3.982,0.01
1953,5,6,5,catch,2,3.794,0.01
1953,8,7,5,catch,2,5.884,0.01
1953,11,8,5,catch,2,37.779,0.01
1954,2,9,5,catch,2,10.53,0.01
1954,5,10,5,catch,2,8.332,0.01
1954,8,11,5,catch,2,3.651,0.01
1954,11,12,5,catch,2,14.111,0.01
1955,2,13,5,catch,2,12.457,0.01
1955,5,14,5,catch,2,4.954,0.01
1955,8,15,5,catch,2,2.535,0.01
1955,11,16,5,catch,2,10.173,0.01
1956,2,17,5,catch,2,7.36,0.01
1956,5,18,5,catch,2,7.23,0.01
1956,8,19,5,catch,2,2.154,0.01
1956,11,20,5,catch,2,9.134,0.01
1957,2,21,5,catch,2,7.726,0.01
1957,5,22,5,catch,2,3.857,0.01
1957,8,23,5,catch,2,3.805,0.01
1957,11,24,5,catch,2,15.372,0.01
1958,2,25,5,catch,2,8.206,0.01
1958,5,26,5,catch,2,4.937,0.01
1958,8,27,5,catch,2,4.524,0.01
1958,11,28,5,catch,2,29.476,0.01
1959,2,29,5,catch,2,33.145,0.01
1959,5,30,5,catch,2,7.542,0.01
1959,8,31,5,catch,2,1.604,0.01
1959,11,32,5,catch,2,17.667,0.01
1960,2,33,5,catch,2,15.714,0.01
1960,5,34,5,catch,2,7.434,0.01
1960,8,35,5,catch,2,0.6,0.01
1960,11,36,5,catch,2,11.031,0.01
1961,2,37,5,catch,2,21.956,0.01
1961,5,38,5,catch,2,2.572,0.01
1961,8,39,5,catch,2,1.868,0.01
1961,11,40,5,catch,2,24.332,0.01
1962,2,41,5,catch,2,31.262,0.01
1962,5,42,5,catch,2,6.559,0.01
1962,8,43,5,catch,2,3.524,0.01
1962,11,44,5,catch,2,25.136,0.01
1963,2,45,5,catch,2,9.94,0.01
1963,5,46,5,catch,2,1.112,0.01
1963,8,47,5,catch,2,0.773,0.01
1963,11,48,5,catch,2,37.359,0.01
1964,2,49,5,catch,2,10.44,0.01
1964,5,50,5,catch,2,2.116,0.01
1964,8,51,5,catch,2,2.43,0.01
1964,11,52,5,catch,2,11.607,0.01
1965,2,53,5,catch,2,13.491,0.01
1965,5,54,5,catch,2,5.994,0.01
1965,8,55,5,catch,2,10.038,0.01
1965,11,56,5,catch,2,28.238,0.01
1966,2,57,5,catch,2,9.871,0.01
1966,5,58,5,catch,2,6.848,0.01
1966,8,59,5,catch,2,7.663,0.01
1966,11,60,5,catch,2,39.503,0.01
1967,2,61,5,catch,2,18.355,0.01
1967,5,62,5,catch,2,13.777,0.01
1967,8,63,5,catch,2,10.252,0.01
1967,11,64,5,catch,2,29.563,0.01
1968,2,65,5,catch,2,19.467,0.01
1968,5,66,5,catch,2,20.116,0.01
1968,8,67,5,catch,2,10.667,0.01
1968,11,68,5,catch,2,19.481,0.01
1969,2,69,5,catch,2,19.036,0.01
1969,5,70,5,catch,2,23.234,0.01
1969,8,71,5,catch,2,6.847,0.01
1969,11,72,5,catch,2,19.953,0.01
1970,2,73,5,catch,2,9.164,0.01
1970,5,74,5,catch,2,14.529,0.01
1970,8,75,5,catch,2,8.129,0.01
1970,11,76,5,catch,2,11.064,0.01
1971,2,77,5,catch,2,14.231,0.01
1971,5,78,5,catch,2,9.448,0.01
1971,8,79,5,catch,2,6.665,0.01
1971,11,80,5,catch,2,12.108,0.01
1972,2,81,5,catch,2,14.701,0.01
1972,5,82,5,catch,2,11.716,0.01
1972,8,83,5,catch,2,8.36,0.01
1972,11,84,5,catch,2,16.196,0.01
1973,2,85,5,catch,2,31.799,0.01
1973,5,86,5,catch,2,21.694,0.01
1973,8,87,5,catch,2,16.015,0.01
1973,11,88,5,catch,2,35.047,0.01
1974,2,89,5,catch,2,48.398,0.01
1974,5,90,5,catch,2,23.053,0.01
1974,8,91,5,catch,2,21.279,0.01
1974,11,92,5,catch,2,33.559,0.01
1975,2,93,5,catch,2,33.427,0.01
1975,5,94,5,catch,2,31.71,0.01
1975,8,95,5,catch,2,31.507,0.01
1975,11,96,5,catch,2,37.765,0.01
1976,2,97,5,catch,2,38.589,0.01
1976,5,98,5,catch,2,29.333,0.01
1976,8,99,5,catch,2,28.187,0.01
1976,11,100,5,catch,2,39.845,0.01
1977,2,101,5,catch,2,48.047,0.01
1977,5,102,5,catch,2,43.714,0.01
1977,8,103,5,catch,2,12.016,0.01
1977,11,104,5,catch,2,14.995,0.01
1978,2,105,5,catch,2,23.101,0.01
1978,5,106,5,catch,2,22.188,0.01
1978,8,107,5,catch,2,20.755,0.01
1978,11,108,5,catch,2,37.531,0.01
1979,2,109,5,catch,2,26.34,0.01
1979,5,110,5,catch,2,27.6,0.01
1979,8,111,5,catch,2,18.643,0.01
1979,11,112,5,catch,2,17.402,0.01
1980,2,113,5,catch,2,30.074,0.01
1980,5,114,5,catch,2,18.387,0.01
1980,8,115,5,catch,2,8.232,0.01
1980,11,116,5,catch,2,22.648,0.01
1981,2,117,5,catch,2,27.75,0.01
1981,5,118,5,catch,2,19.301,0.01
1981,8,119,5,catch,2,4.356,0.01
1981,11,120,5,catch,2,6.923,0.01
1982,2,121,5,catch,2,12.942,0.01
1982,5,122,5,catch,2,8.645,0.01
1982,8,123,5,catch,2,4.812,0.01
1982,11,124,5,catch,2,7.68,0.01
1983,2,125,5,catch,2,9.661,0.01
1983,5,126,5,catch,2,10.151,0.01
1983,8,127,5,catch,2,12.163,0.01
1983,11,128,5,catch,2,16.732,0.01
1984,2,129,5,catch,2,15.297,0.01
1984,5,130,5,catch,2,10.023,0.01
1984,8,131,5,catch,2,8.619,0.01
1984,11,132,5,catch,2,10.844,0.01
1985,2,133,5,catch,2,8.646,0.01
1985,5,134,5,catch,2,13.833,0.01
1985,8,135,5,catch,2,6.14,0.01
1985,11,136,5,catch,2,8.367,0.01
1986,2,137,5,catch,2,9.548,0.01
1986,5,138,5,catch,2,8.782,0.01
1986,8,139,5,catch,2,5.937,0.01
1986,11,140,5,catch,2,5.979,0.01
1987,2,141,5,catch,2,9.125,0.01
1987,5,142,5,catch,2,9.769,0.01
1987,8,143,5,catch,2,6.518,0.01
1987,11,144,5,catch,2,8.032,0.01
1988,2,145,5,catch,2,9.757,0.01
1988,5,146,5,catch,2,9.198,0.01
1988,8,147,5,catch,2,5.45,0.01
1988,11,148,5,catch,2,5.506,0.01
1989,2,149,5,catch,2,21.092,0.01
1989,5,150,5,catch,2,21.042,0.01
1989,8,151,5,catch,2,19.927,0.01
1989,11,152,5,catch,2,22.256,0.01
1990,2,153,5,catch,2,25.535,0.01
1990,5,154,5,catch,2,33.376,0.01
1990,8,155,5,catch,2,16.419,0.01
1990,11,156,5,catch,2,16.765,0.01
1991,2,157,5,catch,2,23.734,0.01
1991,5,158,5,catch,2,20.491,0.01
1991,8,159,5,catch,2,12.298,0.01
1991,11,160,5,catch,2,13.112,0.01
1992,2,161,5,catch,2,36.619,0.01
1992,5,162,5,catch,2,20.645,0.01
1992,8,163,5,catch,2,14.684,0.01
1992,11,164,5,catch,2,13.62,0.01
1993,2,165,5,catch,2,18.312,0.01
1993,5,166,5,catch,2,18.961,0.01
1993,8,167,5,catch,2,9.919,0.01
1993,11,168,5,catch,2,8.407,0.01
1994,2,169,5,catch,2,31.324,0.01
1994,5,170,5,catch,2,32.158,0.01
1994,8,171,5,catch,2,23.951,0.01
1994,11,172,5,catch,2,23.531,0.01
1995,2,173,5,catch,2,29.797,0.01
1995,5,174,5,catch,2,20.113,0.01
1995,8,175,5,catch,2,17.007,0.01
1995,11,176,5,catch,2,15.139,0.01
1996,2,177,5,catch,2,26.544,0.01
1996,5,178,5,catch,2,33.233,0.01
1996,8,179,5,catch,2,15.401,0.01
1996,11,180,5,catch,2,14.303,0.01
1997,2,181,5,catch,2,21.132,0.01
1997,5,182,5,catch,2,24.813,0.01
1997,8,183,5,catch,2,14.223,0.01
1997,11,184,5,catch,2,12.009,0.01
1998,2,185,5,catch,2,13.085,0.01
1998,5,186,5,catch,2,14.005,0.01
1998,8,187,5,catch,2,5.379,0.01
1998,11,188,5,catch,2,10.374,0.01
1999,2,189,5,catch,2,16.257,0.01
1999,5,190,5,catch,2,16.902,0.01
1999,8,191,5,catch,2,14.692,0.01
1999,11,192,5,catch,2,11.67,0.01
2000,2,193,5,catch,2,11.463,0.01
2000,5,194,5,catch,2,12.417,0.01
2000,8,195,5,catch,2,8.836,0.01
2000,11,196,5,catch,2,9.343,0.01
2001,2,197,5,catch,2,12.405,0.01
2001,5,198,5,catch,2,12.133,0.01
2001,8,199,5,catch,2,8.407,0.01
2001,11,200,5,catch,2,9.169,0.01
2002,2,201,5,catch,2,13.819,0.01
2002,5,202,5,catch,2,11.472,0.01
2002,8,203,5,catch,2,7.183,0.01
2002,11,204,5,catch,2,3.393,0.01
2003,2,205,5,catch,2,11.693,0.01
2003,5,206,5,catch,2,11.252,0.01
2003,8,207,5,catch,2,5.858,0.01
2003,11,208,5,catch,2,5.218,0.01
2004,2,209,5,catch,2,12.326,0.01
2004,5,210,5,catch,2,14.826,0.01
2004,8,211,5,catch,2,4.965,0.01
2004,11,212,5,catch,2,5.49,0.01
2005,2,213,5,catch,2,11.041,0.01
2005,5,214,5,catch,2,10.362,0.01
2005,8,215,5,catch,2,9.595,0.01
2005,11,216,5,catch,2,9.449,0.01
2006,2,217,5,catch,2,12.318,0.01
2006,5,218,5,catch,2,18.672,0.01
2006,8,219,5,catch,2,15.818,0.01
2006,11,220,5,catch,2,9.426,0.01
2007,2,221,5,catch,2,10.946,0.01
2007,5,222,5,catch,2,6.021,0.01
2007,8,223,5,catch,2,3.345,0.01
2007,11,224,5,catch,2,6.006,0.01
2008,2,225,5,catch,2,11.918,0.01
2008,5,226,5,catch,2,12.988,0.01
2008,8,227,5,catch,2,14.408,0.01
2008,11,228,5,catch,2,11.621,0.01
2009,2,229,5,catch,2,15.641,0.01
2009,5,230,5,catch,2,9.919,0.01
2009,8,231,5,catch,2,11.675,0.01
2009,11,232,5,catch,2,13,0.01
2010,2,233,5,catch,2,14.686,0.01
2010,5,234,5,catch,2,7.102,0.01
2010,8,235,5,catch,2,4.517,0.01
2010,11,236,5,catch,2,4.603,0.01
2011,2,237,5,catch,2,10.515,0.01
2011,5,238,5,catch,2,13.172,0.01
2011,8,239,5,catch,2,11.088,0.01
2011,11,240,5,catch,2,7.597,0.01
2012,2,241,5,catch,2,12.959,0.01
2012,5,242,5,catch,2,10.799,0.01
2012,8,243,5,catch,2,14.812,0.01
2012,11,244,5,catch,2,8.907,0.01
2013,2,245,5,catch,2,7.723,0.01
2013,5,246,5,catch,2,8.346,0.01
2013,8,247,5,catch,2,11.656,0.01
2013,11,248,5,catch,2,8.067,0.01
2014,2,249,5,catch,2,15.133,0.01
2014,5,250,5,catch,2,21.326,0.01
2014,8,251,5,catch,2,11.194,0.01
2014,11,252,5,catch,2,6.334,0.01
2015,2,253,5,catch,2,10.51,0.01
2015,5,254,5,catch,2,7.553,0.01
2015,8,255,5,catch,2,9.165,0.01
2015,11,256,5,catch,2,4.608,0.01
2016,2,257,5,catch,2,7.872,0.01
2016,5,258,5,catch,2,8.685,0.01
2016,8,259,5,catch,2,8.61,0.01
2016,11,260,5,catch,2,7.764,0.01
2017,2,261,5,catch,2,15.167,0.01
2017,5,262,5,catch,2,16.323,0.01
2017,8,263,5,catch,2,19.128,0.01
2017,11,264,5,catch,2,9.876,0.01
2018,2,265,5,catch,2,15.346,0.01
2018,5,266,5,catch,2,20.222,0.01
2018,8,267,5,catch,2,14.033,0.01
2018,11,268,5,catch,2,9.239,0.01
1952,8,3,6,catch,2,0.289,0.01
1952,11,4,6,catch,2,0.244,0.01
1953,2,5,6,catch,2,1.611,0.01
1953,5,6,6,catch,2,0.93,0.01
1953,8,7,6,catch,2,1.288,0.01
1953,11,8,6,catch,2,0.866,0.01
1954,2,9,6,catch,2,4.951,0.01
1954,5,10,6,catch,2,7.052,0.01
1954,8,11,6,catch,2,9.777,0.01
1954,11,12,6,catch,2,15.688,0.01
1955,2,13,6,catch,2,3.18,0.01
1955,5,14,6,catch,2,1.923,0.01
1955,8,15,6,catch,2,11.781,0.01
1955,11,16,6,catch,2,12.731,0.01
1956,2,17,6,catch,2,1.043,0.01
1956,5,18,6,catch,2,3.109,0.01
1956,8,19,6,catch,2,9.09,0.01
1956,11,20,6,catch,2,29.707,0.01
1957,2,21,6,catch,2,5.133,0.01
1957,5,22,6,catch,2,1.73,0.01
1957,8,23,6,catch,2,8.494,0.01
1957,11,24,6,catch,2,14.727,0.01
1958,2,25,6,catch,2,3.52,0.01
1958,5,26,6,catch,2,0.432,0.01
1958,8,27,6,catch,2,15.934,0.01
1958,11,28,6,catch,2,22.467,0.01
1959,2,29,6,catch,2,3.601,0.01
1959,5,30,6,catch,2,2.609,0.01
1959,8,31,6,catch,2,22.24,0.01
1959,11,32,6,catch,2,15.639,0.01
1960,2,33,6,catch,2,1.813,0.01
1960,5,34,6,catch,2,4.172,0.01
1960,8,35,6,catch,2,18.676,0.01
1960,11,36,6,catch,2,12.131,0.01
1961,2,37,6,catch,2,1.713,0.01
1961,5,38,6,catch,2,5.05,0.01
1961,8,39,6,catch,2,24.718,0.01
1961,11,40,6,catch,2,12.813,0.01
1962,2,41,6,catch,2,7.537,0.01
1962,5,42,6,catch,2,10.633,0.01
1962,8,43,6,catch,2,25.785,0.01
1962,11,44,6,catch,2,7.593,0.01
1963,2,45,6,catch,2,3.641,0.01
1963,5,46,6,catch,2,16.193,0.01
1963,8,47,6,catch,2,16.014,0.01
1963,11,48,6,catch,2,22.938,0.01
1964,2,49,6,catch,2,6.047,0.01
1964,5,50,6,catch,2,6.993,0.01
1964,8,51,6,catch,2,14.331,0.01
1964,11,52,6,catch,2,13.087,0.01
1965,2,53,6,catch,2,4.28,0.01
1965,5,54,6,catch,2,13.201,0.01
1965,8,55,6,catch,2,25.407,0.01
1965,11,56,6,catch,2,20.338,0.01
1966,2,57,6,catch,2,6.536,0.01
1966,5,58,6,catch,2,22.684,0.01
1966,8,59,6,catch,2,32.51,0.01
1966,11,60,6,catch,2,31.227,0.01
1967,2,61,6,catch,2,6.071,0.01
1967,5,62,6,catch,2,12.837,0.01
1967,8,63,6,catch,2,27.957,0.01
1967,11,64,6,catch,2,15.449,0.01
1968,2,65,6,catch,2,4.424,0.01
1968,5,66,6,catch,2,21.078,0.01
1968,8,67,6,catch,2,16.016,0.01
1968,11,68,6,catch,2,6.546,0.01
1969,2,69,6,catch,2,14.585,0.01
1969,5,70,6,catch,2,12.036,0.01
1969,8,71,6,catch,2,18.596,0.01
1969,11,72,6,catch,2,13.029,0.01
1970,2,73,6,catch,2,8.208,0.01
1970,5,74,6,catch,2,15.029,0.01
1970,8,75,6,catch,2,21.126,0.01
1970,11,76,6,catch,2,26.742,0.01
1971,2,77,6,catch,2,19.202,0.01
1971,5,78,6,catch,2,14.507,0.01
1971,8,79,6,catch,2,22.967,0.01
1971,11,80,6,catch,2,12.673,0.01
1972,2,81,6,catch,2,17.296,0.01
1972,5,82,6,catch,2,12.545,0.01
1972,8,83,6,catch,2,14.641,0.01
1972,11,84,6,catch,2,10.057,0.01
1973,2,85,6,catch,2,13.489,0.01
1973,5,86,6,catch,2,32.885,0.01
1973,8,87,6,catch,2,35.512,0.01
1973,11,88,6,catch,2,20.934,0.01
1974,2,89,6,catch,2,21.359,0.01
1974,5,90,6,catch,2,24.202,0.01
1974,8,91,6,catch,2,11.976,0.01
1974,11,92,6,catch,2,10.432,0.01
1975,2,93,6,catch,2,5.87,0.01
1975,5,94,6,catch,2,7.815,0.01
1975,8,95,6,catch,2,10.073,0.01
1975,11,96,6,catch,2,15.347,0.01
1976,2,97,6,catch,2,9.202,0.01
1976,5,98,6,catch,2,9.529,0.01
1976,8,99,6,catch,2,28.373,0.01
1976,11,100,6,catch,2,30.257,0.01
1977,2,101,6,catch,2,12.122,0.01
1977,5,102,6,catch,2,15.938,0.01
1977,8,103,6,catch,2,15.202,0.01
1977,11,104,6,catch,2,13.676,0.01
1978,2,105,6,catch,2,10.505,0.01
1978,5,106,6,catch,2,10.703,0.01
1978,8,107,6,catch,2,22.695,0.01
1978,11,108,6,catch,2,17.482,0.01
1979,2,109,6,catch,2,9.968,0.01
1979,5,110,6,catch,2,26.024,0.01
